16:54:49.550431 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3424916485:3424916526, ack 1515649543, win 229, options [nop,nop,TS val 676419 ecr 803126], length 41
16:58:45.955238 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10005:10041, ack 20046, win 501, options [nop,nop,TS val 735520 ecr 862192], length 36
16:58:45.959190 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20046:20090, ack 10041, win 270, options [nop,nop,TS val 862199 ecr 735520], length 44
16:58:45.985143 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10041:10077, ack 20090, win 501, options [nop,nop,TS val 735528 ecr 862199], length 36
16:58:45.987415 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20090:20126, ack 10077, win 270, options [nop,nop,TS val 862206 ecr 735528], length 36
16:58:46.019858 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10077:10113, ack 20126, win 501, options [nop,nop,TS val 735537 ecr 862206], length 36
16:58:46.022599 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20126:20162, ack 10113, win 270, options [nop,nop,TS val 862215 ecr 735537], length 36
16:58:46.048363 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10113:10149, ack 20162, win 501, options [nop,nop,TS val 735544 ecr 862215], length 36
16:58:46.051383 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20162:20198, ack 10149, win 270, options [nop,nop,TS val 862222 ecr 735544], length 36
16:58:46.084035 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10149:10185, ack 20198, win 501, options [nop,nop,TS val 735553 ecr 862222], length 36
16:58:46.087410 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20198:20234, ack 10185, win 270, options [nop,nop,TS val 862231 ecr 735553], length 36
16:58:46.115792 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10185:10221, ack 20234, win 501, options [nop,nop,TS val 735561 ecr 862231], length 36
16:58:46.119324 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20234:20270, ack 10221, win 270, options [nop,nop,TS val 862239 ecr 735561], length 36
16:58:46.144952 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10221:10257, ack 20270, win 501, options [nop,nop,TS val 735568 ecr 862239], length 36
16:58:46.148223 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20270:20306, ack 10257, win 270, options [nop,nop,TS val 862246 ecr 735568], length 36
16:58:46.174275 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10257:10293, ack 20306, win 501, options [nop,nop,TS val 735575 ecr 862246], length 36
16:58:46.177173 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20306:20342, ack 10293, win 270, options [nop,nop,TS val 862253 ecr 735575], length 36
16:58:46.260544 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10293:10329, ack 20342, win 501, options [nop,nop,TS val 735597 ecr 862253], length 36
16:58:46.263954 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20342:20378, ack 10329, win 270, options [nop,nop,TS val 862275 ecr 735597], length 36
16:58:46.400472 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10329:10365, ack 20378, win 501, options [nop,nop,TS val 735632 ecr 862275], length 36
16:58:46.404122 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20378:20414, ack 10365, win 270, options [nop,nop,TS val 862310 ecr 735632], length 36
16:58:46.465309 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10365:10401, ack 20414, win 501, options [nop,nop,TS val 735648 ecr 862310], length 36
16:58:46.469164 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20414:20450, ack 10401, win 270, options [nop,nop,TS val 862326 ecr 735648], length 36
16:58:46.537097 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10401:10437, ack 20450, win 501, options [nop,nop,TS val 735666 ecr 862326], length 36
16:58:46.541110 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20450:20486, ack 10437, win 270, options [nop,nop,TS val 862344 ecr 735666], length 36
16:58:46.625254 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10437:10473, ack 20486, win 501, options [nop,nop,TS val 735688 ecr 862344], length 36
16:58:46.629391 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20486:20522, ack 10473, win 270, options [nop,nop,TS val 862366 ecr 735688], length 36
16:58:46.755156 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10473:10509, ack 20522, win 501, options [nop,nop,TS val 735720 ecr 862366], length 36
16:58:46.758712 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20522:20558, ack 10509, win 270, options [nop,nop,TS val 862399 ecr 735720], length 36
16:58:46.925162 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10509:10545, ack 20558, win 501, options [nop,nop,TS val 735763 ecr 862399], length 36
16:58:46.929307 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20558:20594, ack 10545, win 270, options [nop,nop,TS val 862441 ecr 735763], length 36
16:58:47.065240 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10545:10581, ack 20594, win 501, options [nop,nop,TS val 735798 ecr 862441], length 36
16:58:47.068051 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20594:20630, ack 10581, win 270, options [nop,nop,TS val 862476 ecr 735798], length 36
16:58:47.241348 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10581:10617, ack 20630, win 501, options [nop,nop,TS val 735842 ecr 862476], length 36
16:58:47.244412 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20630:20666, ack 10617, win 270, options [nop,nop,TS val 862520 ecr 735842], length 36
16:58:47.385288 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10617:10653, ack 20666, win 501, options [nop,nop,TS val 735878 ecr 862520], length 36
16:58:47.388619 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20666:20702, ack 10653, win 270, options [nop,nop,TS val 862556 ecr 735878], length 36
16:58:47.566058 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10653:10689, ack 20702, win 501, options [nop,nop,TS val 735923 ecr 862556], length 36
16:58:47.569922 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20702:20738, ack 10689, win 270, options [nop,nop,TS val 862601 ecr 735923], length 36
16:58:47.733921 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10689:10725, ack 20738, win 501, options [nop,nop,TS val 735965 ecr 862601], length 36
16:58:47.737649 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20738:20774, ack 10725, win 270, options [nop,nop,TS val 862643 ecr 735965], length 36
16:58:47.902351 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10725:10761, ack 20774, win 501, options [nop,nop,TS val 736007 ecr 862643], length 36
16:58:47.906193 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20774:20810, ack 10761, win 270, options [nop,nop,TS val 862685 ecr 736007], length 36
16:58:48.052668 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10761:10797, ack 20810, win 501, options [nop,nop,TS val 736045 ecr 862685], length 36
16:58:48.055000 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20810:20846, ack 10797, win 270, options [nop,nop,TS val 862723 ecr 736045], length 36
16:58:48.238464 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10797:10833, ack 20846, win 501, options [nop,nop,TS val 736091 ecr 862723], length 36
16:58:48.242069 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20846:20882, ack 10833, win 270, options [nop,nop,TS val 862769 ecr 736091], length 36
16:58:48.398890 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10833:10869, ack 20882, win 501, options [nop,nop,TS val 736131 ecr 862769], length 36
16:58:48.401732 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20882:20918, ack 10869, win 270, options [nop,nop,TS val 862809 ecr 736131], length 36
16:58:48.564009 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10869:10905, ack 20918, win 501, options [nop,nop,TS val 736173 ecr 862809], length 36
16:58:48.567860 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20918:20954, ack 10905, win 270, options [nop,nop,TS val 862851 ecr 736173], length 36
16:58:48.716399 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10905:10941, ack 20954, win 501, options [nop,nop,TS val 736211 ecr 862851], length 36
16:58:48.720321 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20954:20990, ack 10941, win 270, options [nop,nop,TS val 862889 ecr 736211], length 36
16:58:48.882580 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10941:10977, ack 20990, win 501, options [nop,nop,TS val 736252 ecr 862889], length 36
16:58:48.884657 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 20990:21026, ack 10977, win 270, options [nop,nop,TS val 862930 ecr 736252], length 36
16:58:49.063042 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 10977:11013, ack 21026, win 501, options [nop,nop,TS val 736297 ecr 862930], length 36
16:58:49.066695 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21026:21062, ack 11013, win 270, options [nop,nop,TS val 862975 ecr 736297], length 36
16:58:49.314922 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11013:11049, ack 21062, win 501, options [nop,nop,TS val 736360 ecr 862975], length 36
16:58:49.319935 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21062:21138, ack 11049, win 270, options [nop,nop,TS val 863039 ecr 736360], length 76
16:58:49.760814 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11049:11085, ack 21138, win 501, options [nop,nop,TS val 736472 ecr 863039], length 36
16:58:49.764428 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21138:21174, ack 11085, win 270, options [nop,nop,TS val 863150 ecr 736472], length 36
16:58:49.842263 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11085:11121, ack 21174, win 501, options [nop,nop,TS val 736492 ecr 863150], length 36
16:58:49.845909 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21174:21210, ack 11121, win 270, options [nop,nop,TS val 863170 ecr 736492], length 36
16:58:50.037936 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11121:11157, ack 21210, win 501, options [nop,nop,TS val 736541 ecr 863170], length 36
16:58:50.041107 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21210:21246, ack 11157, win 270, options [nop,nop,TS val 863219 ecr 736541], length 36
16:58:50.421465 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11157:11193, ack 21246, win 501, options [nop,nop,TS val 736637 ecr 863219], length 36
16:58:50.424482 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21246:21282, ack 11193, win 270, options [nop,nop,TS val 863315 ecr 736637], length 36
16:58:50.474837 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11193:11229, ack 21282, win 501, options [nop,nop,TS val 736650 ecr 863315], length 36
16:58:50.478745 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21282:21318, ack 11229, win 270, options [nop,nop,TS val 863328 ecr 736650], length 36
16:58:50.641347 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11229:11265, ack 21318, win 501, options [nop,nop,TS val 736692 ecr 863328], length 36
16:58:50.644971 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21318:21354, ack 11265, win 270, options [nop,nop,TS val 863370 ecr 736692], length 36
16:58:50.731315 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11265:11301, ack 21354, win 501, options [nop,nop,TS val 736714 ecr 863370], length 36
16:58:50.734418 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21354:21390, ack 11301, win 270, options [nop,nop,TS val 863392 ecr 736714], length 36
16:58:50.827170 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11301:11337, ack 21390, win 501, options [nop,nop,TS val 736738 ecr 863392], length 36
16:58:50.831239 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21390:21426, ack 11337, win 270, options [nop,nop,TS val 863416 ecr 736738], length 36
16:58:50.915078 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11337:11373, ack 21426, win 501, options [nop,nop,TS val 736760 ecr 863416], length 36
16:58:50.924760 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21426:21790, ack 11373, win 270, options [nop,nop,TS val 863440 ecr 736760], length 364
16:58:50.925135 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 21790:22418, ack 11373, win 270, options [nop,nop,TS val 863440 ecr 736760], length 628
16:58:50.926800 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22418:22478, ack 11373, win 270, options [nop,nop,TS val 863440 ecr 736763], length 60
16:58:54.671249 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11373:11409, ack 22478, win 542, options [nop,nop,TS val 737699 ecr 863440], length 36
16:58:54.675155 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22478:22514, ack 11409, win 270, options [nop,nop,TS val 864377 ecr 737699], length 36
16:58:54.843379 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11409:11445, ack 22514, win 542, options [nop,nop,TS val 737742 ecr 864377], length 36
16:58:54.847315 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22514:22550, ack 11445, win 270, options [nop,nop,TS val 864420 ecr 737742], length 36
16:58:54.903766 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11445:11481, ack 22550, win 542, options [nop,nop,TS val 737758 ecr 864420], length 36
16:58:54.907691 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22550:22586, ack 11481, win 270, options [nop,nop,TS val 864435 ecr 737758], length 36
16:58:54.989685 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11481:11517, ack 22586, win 542, options [nop,nop,TS val 737779 ecr 864435], length 36
16:58:54.993749 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22586:22622, ack 11517, win 270, options [nop,nop,TS val 864456 ecr 737779], length 36
16:58:55.681551 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11517:11553, ack 22622, win 542, options [nop,nop,TS val 737952 ecr 864456], length 36
16:58:55.684804 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22622:22658, ack 11553, win 270, options [nop,nop,TS val 864629 ecr 737952], length 36
16:58:55.844018 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11553:11589, ack 22658, win 542, options [nop,nop,TS val 737993 ecr 864629], length 36
16:58:55.847860 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22658:22694, ack 11589, win 270, options [nop,nop,TS val 864670 ecr 737993], length 36
16:58:56.085475 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11589:11625, ack 22694, win 542, options [nop,nop,TS val 738053 ecr 864670], length 36
16:58:56.088908 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22694:22730, ack 11625, win 270, options [nop,nop,TS val 864730 ecr 738053], length 36
16:58:56.346522 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11625:11661, ack 22730, win 542, options [nop,nop,TS val 738118 ecr 864730], length 36
16:58:56.349997 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22730:22766, ack 11661, win 270, options [nop,nop,TS val 864795 ecr 738118], length 36
16:58:56.562480 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11661:11697, ack 22766, win 542, options [nop,nop,TS val 738172 ecr 864795], length 36
16:58:56.566195 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22766:22802, ack 11697, win 270, options [nop,nop,TS val 864849 ecr 738172], length 36
16:58:56.796430 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11697:11733, ack 22802, win 542, options [nop,nop,TS val 738231 ecr 864849], length 36
16:58:56.800169 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22802:22838, ack 11733, win 270, options [nop,nop,TS val 864908 ecr 738231], length 36
16:58:56.996178 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11733:11769, ack 22838, win 542, options [nop,nop,TS val 738281 ecr 864908], length 36
16:58:57.000205 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22838:22874, ack 11769, win 270, options [nop,nop,TS val 864958 ecr 738281], length 36
16:58:57.749813 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11769:11805, ack 22874, win 542, options [nop,nop,TS val 738469 ecr 864958], length 36
16:58:57.751990 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22874:22910, ack 11805, win 270, options [nop,nop,TS val 865146 ecr 738469], length 36
16:58:58.175159 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11805:11841, ack 22910, win 542, options [nop,nop,TS val 738575 ecr 865146], length 36
16:58:58.177839 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22910:22946, ack 11841, win 270, options [nop,nop,TS val 865252 ecr 738575], length 36
16:58:58.371420 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11841:11877, ack 22946, win 542, options [nop,nop,TS val 738624 ecr 865252], length 36
16:58:58.375279 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22946:22982, ack 11877, win 270, options [nop,nop,TS val 865301 ecr 738624], length 36
16:58:58.597385 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11877:11913, ack 22982, win 542, options [nop,nop,TS val 738681 ecr 865301], length 36
16:58:58.601469 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 22982:23018, ack 11913, win 270, options [nop,nop,TS val 865358 ecr 738681], length 36
16:58:59.541127 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11913:11949, ack 23018, win 542, options [nop,nop,TS val 738917 ecr 865358], length 36
16:58:59.543643 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23018:23054, ack 11949, win 270, options [nop,nop,TS val 865593 ecr 738917], length 36
16:59:01.821455 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11949:11985, ack 23054, win 542, options [nop,nop,TS val 739487 ecr 865593], length 36
16:59:01.825011 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23054:23090, ack 11985, win 270, options [nop,nop,TS val 866163 ecr 739487], length 36
16:59:02.054963 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 11985:12021, ack 23090, win 542, options [nop,nop,TS val 739545 ecr 866163], length 36
16:59:02.058640 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23090:23126, ack 12021, win 270, options [nop,nop,TS val 866222 ecr 739545], length 36
16:59:02.217177 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12021:12057, ack 23126, win 542, options [nop,nop,TS val 739586 ecr 866222], length 36
16:59:02.221115 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23126:23162, ack 12057, win 270, options [nop,nop,TS val 866262 ecr 739586], length 36
16:59:17.385493 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12057:12093, ack 23162, win 542, options [nop,nop,TS val 743378 ecr 866262], length 36
16:59:17.392981 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23162:23198, ack 12093, win 270, options [nop,nop,TS val 870053 ecr 743378], length 36
16:59:17.511858 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23198:23266, ack 12093, win 270, options [nop,nop,TS val 870083 ecr 743380], length 68
16:59:19.359753 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12093:12129, ack 23266, win 542, options [nop,nop,TS val 743872 ecr 870083], length 36
16:59:19.622101 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12129:12165, ack 23266, win 542, options [nop,nop,TS val 743937 ecr 870556], length 36
